date,studio,location,program,day,demand,group
2021-10-17,533904,4,fullbody,7,21.666666666666668,fullbody-4
2021-10-18,789548,4,fullbody,1,0.0,fullbody-4
2021-10-19,847299,4,fullbody,2,8.0,fullbody-4
2021-10-20,533904,4,fullbody,3,21.0,fullbody-4
2021-10-22,789548,4,fullbody,5,8.666666666666666,fullbody-4
2021-10-23,789548,4,fullbody,6,10.5,fullbody-4
2021-10-24,552763,4,fullbody,7,13.6,fullbody-4
2021-10-25,847299,4,fullbody,1,11.25,fullbody-4
2021-10-26,533904,4,fullbody,2,14.25,fullbody-4
2021-10-27,847299,4,fullbody,3,13.666666666666666,fullbody-4
2021-10-28,533904,4,fullbody,4,21.0,fullbody-4
2021-10-29,847299,4,fullbody,5,14.75,fullbody-4
2021-10-31,533904,4,fullbody,7,21.0,fullbody-4
2021-11-01,789548,4,fullbody,4,20.632653061224488,fullbody-4
2021-11-02,533904,4,fullbody,2,21.133333333333333,fullbody-4
2021-11-03,847299,4,fullbody,3,22.555555555555557,fullbody-4
2021-11-04,533904,4,fullbody,4,21.666666666666668,fullbody-4
2021-11-05,533904,4,fullbody,5,20.375,fullbody-4
2021-11-06,412105,4,fullbody,6,20.714285714285715,fullbody-4
2021-11-07,44717,4,fullbody,7,21.833333333333332,fullbody-4
2021-11-08,847299,4,fullbody,1,24.333333333333332,fullbody-4
2021-11-09,847299,4,fullbody,2,23.8,fullbody-4
2021-11-10,847299,4,fullbody,3,25.0,fullbody-4
2021-11-11,533904,4,fullbody,4,17.0,fullbody-4
2021-11-12,552763,4,fullbody,5,20.0,fullbody-4
2021-11-14,533904,4,fullbody,7,21.0,fullbody-4
2021-11-15,44717,4,fullbody,1,21.5,fullbody-4
2021-11-17,789548,4,fullbody,3,20.0,fullbody-4
2021-11-18,533904,4,fullbody,4,19.75,fullbody-4
2021-11-20,847299,4,fullbody,6,13.0,fullbody-4
2021-11-21,533904,4,fullbody,7,21.0,fullbody-4
2021-11-22,44717,4,fullbody,1,15.333333333333334,fullbody-4
2021-11-23,533904,4,fullbody,2,13.333333333333334,fullbody-4
2021-11-24,533904,4,fullbody,3,12.0,fullbody-4
2021-11-25,533904,4,fullbody,4,21.4,fullbody-4
2021-11-26,44717,4,fullbody,5,21.318181818181817,fullbody-4
2021-11-27,552763,4,fullbody,6,19.4,fullbody-4
2021-11-28,552763,4,fullbody,7,24.0,fullbody-4
2021-11-29,533904,4,fullbody,1,19.333333333333332,fullbody-4
2021-11-30,533904,4,fullbody,2,18.0,fullbody-4
2021-12-01,789548,4,fullbody,3,21.444444444444443,fullbody-4
2021-12-02,533904,4,fullbody,4,21.352941176470587,fullbody-4
2021-12-03,44717,4,fullbody,5,18.733333333333334,fullbody-4
2021-12-04,412105,4,fullbody,6,20.0,fullbody-4
2021-12-05,44717,4,fullbody,7,21.714285714285715,fullbody-4
2021-12-06,533904,4,fullbody,1,21.923076923076923,fullbody-4
2021-12-07,789548,4,fullbody,2,21.833333333333332,fullbody-4
2021-12-08,533904,4,fullbody,3,21.666666666666668,fullbody-4
2021-12-09,533904,4,fullbody,4,21.0,fullbody-4
2021-12-10,847299,4,fullbody,4,22.5,fullbody-4
2021-12-11,533904,4,fullbody,6,10.5,fullbody-4
2021-12-12,847299,4,fullbody,7,8.0,fullbody-4
2021-12-14,552763,4,fullbody,4,12.0,fullbody-4
2021-12-15,847299,4,fullbody,3,0.0,fullbody-4
2021-12-17,847299,4,fullbody,2,21.0,fullbody-4
2021-12-18,847299,4,fullbody,6,26.0,fullbody-4
2021-12-19,847299,4,fullbody,7,26.0,fullbody-4
2021-12-20,847299,4,fullbody,1,20.75,fullbody-4
2021-12-21,847299,4,fullbody,2,21.571428571428573,fullbody-4
2021-12-22,847299,4,fullbody,3,22.571428571428573,fullbody-4
2021-12-23,847299,4,fullbody,4,22.142857142857142,fullbody-4
2021-12-24,847299,4,fullbody,5,21.736842105263158,fullbody-4
2021-12-25,789548,4,fullbody,6,20.181818181818183,fullbody-4
2021-12-26,789548,4,fullbody,7,14.666666666666666,fullbody-4
2021-12-27,789548,4,fullbody,1,15.8,fullbody-4
2021-12-28,44717,4,fullbody,2,22.0,fullbody-4
2021-12-29,789548,4,fullbody,3,16.5,fullbody-4
2021-12-31,552763,4,fullbody,5,21.3125,fullbody-4
2022-01-01,847299,4,fullbody,6,21.733333333333334,fullbody-4
2022-01-02,789548,4,fullbody,7,26.666666666666668,fullbody-4
2022-01-03,44717,4,fullbody,1,22.666666666666668,fullbody-4
2022-01-04,44717,4,fullbody,2,23.09090909090909,fullbody-4
2022-01-05,44717,4,fullbody,3,20.3,fullbody-4
2022-01-06,44717,4,fullbody,4,21.90909090909091,fullbody-4
2022-01-07,44717,4,fullbody,5,20.22222222222222,fullbody-4
2022-01-08,44717,4,fullbody,6,21.4,fullbody-4
2022-01-09,552763,4,fullbody,7,0.0,fullbody-4
2022-01-10,44717,4,fullbody,1,16.2,fullbody-4
2022-01-11,533904,4,fullbody,2,20.5,fullbody-4
2022-01-12,533904,4,fullbody,3,21.0,fullbody-4
2022-01-13,552763,4,fullbody,4,19.0,fullbody-4
2022-01-14,552763,4,fullbody,5,18.0,fullbody-4
2022-01-15,412105,4,fullbody,7,0.0,fullbody-4
2022-01-17,552763,4,fullbody,1,20.5,fullbody-4
2022-01-19,412105,4,fullbody,3,0.0,fullbody-4
2022-01-20,533904,4,fullbody,4,21.0,fullbody-4
2022-01-22,847299,4,fullbody,6,0.0,fullbody-4
2022-01-25,533904,4,fullbody,2,21.0,fullbody-4
2022-01-27,533904,4,fullbody,4,21.0,fullbody-4
2022-01-28,44717,4,fullbody,5,0.0,fullbody-4
2022-01-29,789548,4,fullbody,6,3.0,fullbody-4
2022-01-31,552763,4,fullbody,1,18.0,fullbody-4
2022-02-01,44717,4,fullbody,2,22.0,fullbody-4
2022-02-02,789548,4,fullbody,3,19.625,fullbody-4
2022-02-03,412105,4,fullbody,4,21.333333333333332,fullbody-4
2022-02-04,789548,4,fullbody,5,21.272727272727273,fullbody-4
2022-02-05,552763,4,fullbody,6,21.22222222222222,fullbody-4
2022-02-06,533904,4,fullbody,7,21.875,fullbody-4
2022-02-07,412105,4,fullbody,1,20.384615384615383,fullbody-4
2022-02-08,789548,4,fullbody,2,20.25,fullbody-4
2022-02-10,412105,4,fullbody,4,18.7,fullbody-4
2022-02-11,552763,4,fullbody,5,19.375,fullbody-4
2022-02-12,552763,4,fullbody,6,19.714285714285715,fullbody-4
2022-02-13,412105,4,fullbody,7,21.90909090909091,fullbody-4
2022-02-14,789548,4,fullbody,1,23.1,fullbody-4
2022-02-15,552763,4,fullbody,2,22.285714285714285,fullbody-4
2022-02-16,44717,4,fullbody,3,23.0,fullbody-4
2022-02-17,552763,4,fullbody,4,22.0,fullbody-4
2022-02-18,552763,4,fullbody,5,21.545454545454547,fullbody-4
2022-02-19,552763,4,fullbody,6,21.833333333333332,fullbody-4
2022-02-20,412105,4,fullbody,7,0.0,fullbody-4
2022-02-21,412105,4,fullbody,1,21.333333333333332,fullbody-4
2022-02-23,552763,4,fullbody,3,20.666666666666668,fullbody-4
2022-02-24,533904,4,fullbody,4,13.0,fullbody-4
2022-02-25,533904,4,fullbody,5,19.5,fullbody-4
2022-02-26,533904,4,fullbody,6,8.4,fullbody-4
2022-02-27,533904,4,fullbody,7,17.5,fullbody-4
2022-02-28,44717,4,fullbody,1,23.0,fullbody-4
2022-03-01,533904,4,fullbody,2,24.545454545454547,fullbody-4
2022-03-02,789548,4,fullbody,3,20.9,fullbody-4
2022-03-03,412105,4,fullbody,4,24.4,fullbody-4
2022-03-04,412105,4,fullbody,5,22.444444444444443,fullbody-4
2022-03-05,789548,4,fullbody,6,22.0,fullbody-4
2022-03-06,412105,4,fullbody,7,23.0,fullbody-4
2022-03-07,789548,4,fullbody,1,24.1,fullbody-4
2022-03-08,412105,4,fullbody,2,21.166666666666668,fullbody-4
2022-03-09,847299,4,fullbody,3,17.5,fullbody-4
2022-03-10,412105,4,fullbody,4,23.0,fullbody-4
2022-03-12,789548,4,fullbody,6,0.0,fullbody-4
2022-03-13,552763,4,fullbody,7,1.0,fullbody-4
2022-03-14,789548,4,fullbody,1,17.75,fullbody-4
2022-03-15,789548,4,fullbody,2,19.5,fullbody-4
2022-03-16,847299,4,fullbody,3,16.0,fullbody-4
2022-03-17,789548,4,fullbody,4,18.0,fullbody-4
2022-03-18,789548,4,fullbody,5,16.5,fullbody-4
2022-03-19,789548,4,fullbody,6,21.666666666666668,fullbody-4
2022-03-20,847299,4,fullbody,7,19.4,fullbody-4
2022-03-21,789548,4,fullbody,1,24.5,fullbody-4
2022-03-22,847299,4,fullbody,2,26.0,fullbody-4
2022-03-23,789548,4,fullbody,3,25.5,fullbody-4
2022-03-24,559144,4,fullbody,4,23.928571428571427,fullbody-4
2022-03-25,559144,4,fullbody,5,21.0,fullbody-4
2022-03-26,559144,4,fullbody,6,20.8,fullbody-4
2022-03-27,847299,4,fullbody,7,26.0,fullbody-4
2022-03-28,559144,4,fullbody,1,25.5,fullbody-4
2022-03-29,559144,4,fullbody,6,26.6,fullbody-4
2022-03-30,412105,4,fullbody,3,21.454545454545453,fullbody-4
2022-04-01,44717,4,fullbody,5,24.869565217391305,fullbody-4
2022-04-02,552763,4,fullbody,6,21.133333333333333,fullbody-4
2022-04-03,552763,4,fullbody,7,20.066666666666666,fullbody-4
2022-04-04,44717,4,fullbody,1,23.0,fullbody-4
2022-04-05,44717,4,fullbody,2,21.941176470588236,fullbody-4
2022-04-06,552763,4,fullbody,3,22.363636363636363,fullbody-4
2022-04-07,44717,4,fullbody,4,23.0,fullbody-4
2022-04-08,552763,4,fullbody,5,9.4,fullbody-4
2022-04-09,412105,4,fullbody,7,0.0,fullbody-4
2022-04-10,789548,4,fullbody,7,23.0,fullbody-4
2022-04-12,412105,4,fullbody,2,16.666666666666668,fullbody-4
2022-04-13,412105,4,fullbody,3,18.0,fullbody-4
2022-04-14,412105,4,fullbody,4,12.8,fullbody-4
2022-04-16,412105,4,fullbody,6,17.5,fullbody-4
2022-04-17,412105,4,fullbody,7,13.2,fullbody-4
2022-04-18,412105,4,fullbody,1,22.25,fullbody-4
2022-04-19,552763,4,fullbody,2,14.714285714285714,fullbody-4
2022-04-20,552763,4,fullbody,3,17.4,fullbody-4
2022-04-21,44717,4,fullbody,4,17.5,fullbody-4
2022-04-22,412105,4,fullbody,5,17.571428571428573,fullbody-4
2022-04-23,552763,4,fullbody,6,21.46153846153846,fullbody-4
2022-04-24,552763,4,fullbody,7,20.9,fullbody-4
2022-04-25,552763,4,fullbody,1,23.8,fullbody-4
2022-04-26,552763,4,fullbody,2,15.333333333333334,fullbody-4
2022-04-28,44717,4,fullbody,4,0.0,fullbody-4
2022-04-29,552763,4,fullbody,5,18.0,fullbody-4
2022-04-30,552763,4,fullbody,6,18.0,fullbody-4
2022-05-01,44717,4,fullbody,7,23.454545454545453,fullbody-4
2022-05-02,44717,4,fullbody,1,22.24137931034483,fullbody-4
2022-05-03,44717,4,fullbody,2,21.44,fullbody-4
2022-05-04,44717,4,fullbody,3,23.904761904761905,fullbody-4
2022-05-05,44717,4,fullbody,4,22.615384615384617,fullbody-4
2022-05-06,44717,4,fullbody,5,21.80952380952381,fullbody-4
2022-05-07,559144,4,fullbody,6,22.4,fullbody-4
2022-05-08,44717,4,fullbody,7,23.0,fullbody-4
2022-05-09,789548,4,fullbody,1,20.0,fullbody-4
2022-05-10,44717,4,fullbody,2,1.0,fullbody-4
2022-05-12,789548,4,fullbody,4,20.0,fullbody-4
2022-05-14,559144,4,fullbody,6,20.0,fullbody-4
2022-05-16,559144,4,fullbody,1,12.0,fullbody-4
2022-05-17,559144,4,fullbody,2,6.0,fullbody-4
2022-05-19,559144,4,fullbody,4,15.0,fullbody-4
2022-05-20,559144,4,fullbody,5,12.333333333333334,fullbody-4
2022-05-21,559144,4,fullbody,6,20.0,fullbody-4
2022-05-22,847299,4,fullbody,7,12.666666666666666,fullbody-4
2022-05-23,559144,4,fullbody,1,14.0,fullbody-4
2022-05-24,44717,4,fullbody,2,10.0,fullbody-4
2022-05-25,559144,4,fullbody,3,18.6,fullbody-4
2022-05-26,847299,4,fullbody,4,27.0,fullbody-4
2022-05-27,559144,4,fullbody,5,16.0,fullbody-4
2022-05-28,412105,4,fullbody,7,10.0,fullbody-4
2022-05-29,552763,4,fullbody,7,20.0,fullbody-4
2022-05-30,44717,4,fullbody,1,23.333333333333332,fullbody-4
2022-05-31,559144,4,fullbody,2,10.5,fullbody-4
2022-06-01,552763,4,fullbody,3,22.72,fullbody-4
2022-06-02,559144,4,fullbody,4,22.363636363636363,fullbody-4
2022-06-03,559144,4,fullbody,5,22.727272727272727,fullbody-4
2022-06-04,559144,4,fullbody,6,22.8,fullbody-4
2022-06-05,559144,4,fullbody,7,23.0,fullbody-4
2022-06-06,559144,4,fullbody,1,21.0,fullbody-4
2022-06-07,412105,4,fullbody,2,18.36842105263158,fullbody-4
2022-06-08,552763,4,fullbody,3,15.0,fullbody-4
2022-06-09,552763,4,fullbody,4,20.0,fullbody-4
2022-06-10,552763,4,fullbody,5,20.333333333333332,fullbody-4
2022-06-11,552763,4,fullbody,6,20.0,fullbody-4
2022-06-12,412105,4,fullbody,7,23.5,fullbody-4
2022-06-13,552763,4,fullbody,1,18.0,fullbody-4
2022-06-14,559144,4,fullbody,2,18.5,fullbody-4
2022-06-18,412105,4,fullbody,6,23.0,fullbody-4
2022-06-19,412105,4,fullbody,7,12.0,fullbody-4
2022-06-21,559144,4,fullbody,2,21.0,fullbody-4
2022-06-22,412105,4,fullbody,3,14.0,fullbody-4
2022-06-24,412105,4,fullbody,5,16.0,fullbody-4
2022-06-25,44717,4,fullbody,6,21.75,fullbody-4
2022-06-29,847299,4,fullbody,3,14.0,fullbody-4
2022-07-01,559144,4,fullbody,5,19.90909090909091,fullbody-4
2022-07-02,412105,4,fullbody,6,23.352941176470587,fullbody-4
2022-07-03,559144,4,fullbody,6,23.59090909090909,fullbody-4
2022-07-04,559144,4,fullbody,1,22.4,fullbody-4
2022-07-05,847299,4,fullbody,2,22.61111111111111,fullbody-4
2022-07-06,552763,4,fullbody,3,22.53846153846154,fullbody-4
2022-07-07,552763,4,fullbody,4,23.0,fullbody-4
2022-07-08,847299,4,fullbody,5,26.0,fullbody-4
2022-07-09,559144,4,fullbody,6,17.0,fullbody-4
2022-07-10,412105,4,fullbody,7,23.0,fullbody-4
2022-07-11,44717,4,fullbody,1,21.615384615384617,fullbody-4
2022-07-12,789548,4,fullbody,1,20.0,fullbody-4
2022-07-13,559144,4,fullbody,3,13.5,fullbody-4
2022-07-14,559144,4,fullbody,4,15.5,fullbody-4
2022-07-15,559144,4,fullbody,5,13.0,fullbody-4
2022-07-16,559144,4,fullbody,6,9.545454545454545,fullbody-4
2022-07-17,412105,4,fullbody,7,23.0,fullbody-4
2022-07-19,559144,4,fullbody,2,7.0,fullbody-4
2022-07-20,559144,4,fullbody,3,0.0,fullbody-4
2022-07-22,559144,4,fullbody,5,0.0,fullbody-4
2022-07-23,559144,4,fullbody,6,20.666666666666668,fullbody-4
2022-07-24,412105,4,fullbody,7,23.0,fullbody-4
2022-07-25,847299,4,fullbody,1,26.0,fullbody-4
2022-07-26,552763,4,fullbody,2,9.0,fullbody-4
2022-07-27,552763,4,fullbody,3,4.5,fullbody-4
2022-07-28,552763,4,fullbody,4,9.0,fullbody-4
2022-07-29,559144,4,fullbody,5,9.333333333333334,fullbody-4
2022-07-30,559144,4,fullbody,6,13.0,fullbody-4
2022-07-31,552763,4,fullbody,7,18.0,fullbody-4
2022-08-01,789548,4,fullbody,1,20.363636363636363,fullbody-4
2022-08-02,44717,4,fullbody,2,21.4375,fullbody-4
2022-08-03,552763,4,fullbody,3,19.692307692307693,fullbody-4
2022-08-04,552763,4,fullbody,4,19.55,fullbody-4
2022-08-05,789548,4,fullbody,5,15.666666666666666,fullbody-4
2022-08-06,847299,4,fullbody,6,21.90909090909091,fullbody-4
2022-08-07,552763,4,fullbody,7,20.583333333333332,fullbody-4
2022-08-08,559144,4,fullbody,1,10.666666666666666,fullbody-4
2022-08-09,559144,4,fullbody,2,17.0,fullbody-4
2022-08-10,559144,4,fullbody,3,13.333333333333334,fullbody-4
2022-08-11,559144,4,fullbody,4,16.0,fullbody-4
2022-08-12,559144,4,fullbody,5,16.4,fullbody-4
2022-08-13,847299,4,fullbody,6,21.4,fullbody-4
2022-08-14,559144,4,fullbody,7,20.0,fullbody-4
2022-08-15,44717,4,fullbody,1,1.0,fullbody-4
2022-08-16,559144,4,fullbody,2,24.0,fullbody-4
2022-08-17,789548,4,fullbody,3,23.5,fullbody-4
2022-08-18,559144,4,fullbody,4,24.666666666666668,fullbody-4
2022-08-19,559144,4,fullbody,5,7.333333333333333,fullbody-4
2022-08-20,789548,4,fullbody,6,0.0,fullbody-4
2022-08-21,559144,4,fullbody,4,28.0,fullbody-4
2022-08-23,552763,4,fullbody,2,19.5,fullbody-4
2022-08-25,559144,4,fullbody,4,17.5,fullbody-4
2022-08-26,789548,4,fullbody,5,16.0,fullbody-4
2022-08-30,559144,4,fullbody,2,15.0,fullbody-4
2022-08-31,559144,4,fullbody,3,28.0,fullbody-4
2022-09-01,847299,4,fullbody,4,23.636363636363637,fullbody-4
2022-09-02,847299,4,fullbody,5,22.1,fullbody-4
2022-09-03,44717,4,fullbody,6,21.88235294117647,fullbody-4
2022-09-04,44717,4,fullbody,7,22.72,fullbody-4
2022-09-05,559144,4,fullbody,1,24.470588235294116,fullbody-4
2022-09-06,412105,4,fullbody,2,24.571428571428573,fullbody-4
2022-09-07,412105,4,fullbody,3,22.565217391304348,fullbody-4
2022-09-08,559144,4,fullbody,4,24.285714285714285,fullbody-4
2022-09-09,559144,4,fullbody,5,16.5,fullbody-4
2022-09-10,559144,4,fullbody,7,14.428571428571429,fullbody-4
2022-09-11,552763,4,fullbody,7,20.166666666666668,fullbody-4
2022-09-12,552763,4,fullbody,1,20.9,fullbody-4
2022-09-13,559144,4,fullbody,2,7.5,fullbody-4
2022-09-14,559144,4,fullbody,3,11.333333333333334,fullbody-4
2022-09-16,559144,4,fullbody,5,16.875,fullbody-4
2022-09-17,559144,4,fullbody,6,16.666666666666668,fullbody-4
2022-09-19,552763,4,fullbody,1,18.0,fullbody-4
2022-09-23,559144,4,fullbody,5,7.5,fullbody-4
2022-09-24,552763,4,fullbody,6,16.5,fullbody-4
2022-09-26,44717,4,fullbody,1,0.0,fullbody-4
2022-09-27,789548,4,fullbody,2,12.0,fullbody-4
2022-09-28,789548,4,fullbody,3,11.0,fullbody-4
2022-09-29,44717,4,fullbody,4,7.5,fullbody-4
2022-10-01,44717,4,fullbody,6,22.833333333333332,fullbody-4
2022-10-02,789548,4,fullbody,7,20.8,fullbody-4
2022-10-03,552763,4,fullbody,1,21.333333333333332,fullbody-4
2022-10-04,412105,4,fullbody,2,19.25,fullbody-4
2022-10-05,44717,4,fullbody,3,22.0,fullbody-4
2022-10-06,44717,4,fullbody,4,20.0,fullbody-4
2022-10-07,847299,4,fullbody,5,18.384615384615383,fullbody-4
2022-10-08,789548,4,fullbody,6,5.0,fullbody-4
2022-10-09,559144,4,fullbody,7,24.0,fullbody-4
2022-10-11,789548,4,fullbody,2,14.75,fullbody-4
2022-10-12,789548,4,fullbody,3,14.2,fullbody-4
2022-10-13,789548,4,fullbody,4,20.0,fullbody-4
2022-10-14,559144,4,fullbody,5,14.5,fullbody-4
2022-10-15,789548,4,fullbody,6,24.0,fullbody-4
2022-10-16,789548,4,fullbody,4,20.0,fullbody-4
2022-10-17,44717,4,fullbody,1,0.0,fullbody-4
2022-10-18,412105,4,fullbody,2,16.0,fullbody-4
2022-10-19,559144,4,fullbody,3,9.0,fullbody-4
2022-10-21,559144,4,fullbody,5,12.666666666666666,fullbody-4
2022-10-25,559144,4,fullbody,2,4.0,fullbody-4
2022-10-26,789548,4,fullbody,3,8.5,fullbody-4
2022-10-27,559144,4,fullbody,4,7.666666666666667,fullbody-4
2022-10-28,789548,4,fullbody,5,17.333333333333332,fullbody-4
2022-10-29,847299,4,fullbody,6,14.6,fullbody-4
2022-10-30,412105,4,fullbody,7,13.5,fullbody-4
2022-10-31,559144,4,fullbody,1,15.0,fullbody-4
2022-11-01,789548,4,fullbody,2,20.05,fullbody-4
2022-11-02,44717,4,fullbody,3,21.764705882352942,fullbody-4
2022-11-03,847299,4,fullbody,4,21.869565217391305,fullbody-4
2022-11-04,789548,4,fullbody,5,15.0,fullbody-4
2022-11-05,847299,4,fullbody,6,19.055555555555557,fullbody-4
2022-11-06,847299,4,fullbody,7,17.625,fullbody-4
2022-11-07,789548,4,fullbody,1,19.76923076923077,fullbody-4
2022-11-08,789548,4,fullbody,2,20.0,fullbody-4
2022-11-09,412105,4,fullbody,3,17.666666666666668,fullbody-4
2022-11-10,552763,4,fullbody,4,16.25,fullbody-4
2022-11-11,847299,4,fullbody,5,19.4,fullbody-4
2022-11-12,847299,4,fullbody,6,11.0,fullbody-4
2022-11-13,847299,4,fullbody,7,23.444444444444443,fullbody-4
2022-11-14,847299,4,fullbody,1,22.1,fullbody-4
2022-11-15,847299,4,fullbody,2,15.75,fullbody-4
2022-11-16,789548,4,fullbody,3,19.333333333333332,fullbody-4
2022-11-17,847299,4,fullbody,4,29.5,fullbody-4
2022-11-18,847299,4,fullbody,5,26.0,fullbody-4
2022-11-19,847299,4,fullbody,6,22.0,fullbody-4
2022-11-20,847299,4,fullbody,7,24.0,fullbody-4
2022-11-21,789548,4,fullbody,1,17.125,fullbody-4
2022-11-22,552763,4,fullbody,2,13.666666666666666,fullbody-4
2022-11-23,552763,4,fullbody,3,9.0,fullbody-4
2022-11-24,789548,4,fullbody,4,21.916666666666668,fullbody-4
2022-11-25,552763,4,fullbody,5,23.454545454545453,fullbody-4
2022-11-26,552763,4,fullbody,6,17.5,fullbody-4
2022-11-27,552763,4,fullbody,7,15.0,fullbody-4
2022-11-28,789548,4,fullbody,1,22.666666666666668,fullbody-4
2022-11-29,552763,4,fullbody,2,5.8,fullbody-4
2022-11-30,847299,4,fullbody,3,17.166666666666668,fullbody-4
2022-12-01,559144,4,fullbody,2,21.02777777777778,fullbody-4
2022-12-02,44717,4,fullbody,5,21.444444444444443,fullbody-4
2022-12-03,412105,4,fullbody,6,21.133333333333333,fullbody-4
2022-12-04,552763,4,fullbody,7,21.36842105263158,fullbody-4
2022-12-05,789548,4,fullbody,1,21.0,fullbody-4
2022-12-06,847299,4,fullbody,2,17.73913043478261,fullbody-4
2022-12-07,552763,4,fullbody,3,21.76923076923077,fullbody-4
2022-12-08,552763,4,fullbody,4,18.375,fullbody-4
2022-12-09,552763,4,fullbody,5,14.875,fullbody-4
2022-12-10,789548,4,fullbody,6,9.5,fullbody-4
2022-12-11,552763,4,fullbody,7,11.166666666666666,fullbody-4
2022-12-12,552763,4,fullbody,1,18.0,fullbody-4
2022-12-13,552763,4,fullbody,2,18.5,fullbody-4
2022-12-14,847299,4,fullbody,3,25.166666666666668,fullbody-4
2022-12-15,552763,4,fullbody,3,23.0,fullbody-4
2022-12-16,559144,4,fullbody,5,2.0,fullbody-4
2022-12-17,847299,4,fullbody,6,16.571428571428573,fullbody-4
2022-12-18,789548,4,fullbody,7,11.0,fullbody-4
2022-12-21,847299,4,fullbody,3,26.0,fullbody-4
2022-12-24,552763,4,fullbody,6,20.0,fullbody-4
2022-12-25,552763,4,fullbody,7,22.0,fullbody-4
2022-12-28,552763,4,fullbody,3,12.0,fullbody-4
2022-12-29,552763,4,fullbody,4,18.0,fullbody-4
2022-12-30,552763,4,fullbody,5,15.333333333333334,fullbody-4
2022-12-31,847299,4,fullbody,6,24.0,fullbody-4
2023-01-01,847299,4,fullbody,7,26.0,fullbody-4
2023-01-02,789548,4,fullbody,1,23.857142857142858,fullbody-4
2023-01-03,552763,4,fullbody,2,19.352941176470587,fullbody-4
2023-01-04,847299,4,fullbody,3,24.0,fullbody-4
2023-01-05,552763,4,fullbody,4,24.2,fullbody-4
2023-01-06,789548,4,fullbody,5,22.333333333333332,fullbody-4
2023-01-07,552763,4,fullbody,6,21.5,fullbody-4
2023-01-08,412105,4,fullbody,7,22.333333333333332,fullbody-4
2023-01-09,44717,4,fullbody,1,11.5,fullbody-4
2023-01-14,412105,4,fullbody,6,0.0,fullbody-4
2023-01-15,559144,4,fullbody,7,7.0,fullbody-4
2023-01-16,44717,4,fullbody,1,0.0,fullbody-4
2023-01-17,412105,4,fullbody,2,16.0,fullbody-4
2023-01-18,559144,4,fullbody,3,11.0,fullbody-4
2023-01-19,559144,4,fullbody,4,14.0,fullbody-4
2023-01-20,789548,4,fullbody,5,0.0,fullbody-4
2023-01-23,847299,4,fullbody,1,12.0,fullbody-4
2023-01-24,44717,4,fullbody,2,10.0,fullbody-4
2023-01-25,847299,4,fullbody,3,12.0,fullbody-4
2023-01-26,847299,4,fullbody,4,12.0,fullbody-4
2023-01-28,847299,4,fullbody,6,12.0,fullbody-4
2023-01-29,847299,4,fullbody,7,6.0,fullbody-4
2023-01-30,847299,4,fullbody,1,20.0,fullbody-4
2023-01-31,412105,4,fullbody,2,16.0,fullbody-4
2023-02-01,44717,4,fullbody,3,21.23076923076923,fullbody-4
2023-02-02,44717,4,fullbody,4,22.3,fullbody-4
2023-02-03,847299,4,fullbody,5,21.625,fullbody-4
2023-02-04,412105,4,fullbody,6,20.2,fullbody-4
2023-02-05,559144,4,fullbody,7,23.6,fullbody-4
2023-02-06,559144,4,fullbody,1,20.4,fullbody-4
2023-02-07,552763,4,fullbody,2,21.181818181818183,fullbody-4
2023-02-08,559144,4,fullbody,3,26.0,fullbody-4
2023-02-09,559144,4,fullbody,4,22.833333333333332,fullbody-4
2023-02-10,559144,4,fullbody,5,27.333333333333332,fullbody-4
2023-02-11,847299,4,fullbody,6,33.333333333333336,fullbody-4
2023-02-12,847299,4,fullbody,7,26.666666666666668,fullbody-4
2023-02-14,44717,4,fullbody,2,12.666666666666666,fullbody-4
2023-02-15,847299,4,fullbody,3,21.333333333333332,fullbody-4
2023-02-16,44717,4,fullbody,4,0.0,fullbody-4
2023-02-17,559144,4,fullbody,5,0.0,fullbody-4
2023-02-18,552763,4,fullbody,6,0.0,fullbody-4
2023-02-19,559144,4,fullbody,7,17.0,fullbody-4
2023-02-20,412105,4,fullbody,1,19.5,fullbody-4
2023-02-21,559144,4,fullbody,2,1.5,fullbody-4
2023-02-23,847299,4,fullbody,4,26.0,fullbody-4
2023-02-24,44717,4,fullbody,5,0.0,fullbody-4
2023-02-25,552763,4,fullbody,6,11.5,fullbody-4
2023-02-26,559144,4,fullbody,7,0.0,fullbody-4
2023-02-27,847299,4,fullbody,1,13.0,fullbody-4
2023-03-01,847299,4,fullbody,3,25.428571428571427,fullbody-4
2023-03-02,552763,4,fullbody,4,24.307692307692307,fullbody-4
2023-03-03,552763,4,fullbody,5,21.523809523809526,fullbody-4
2023-03-04,847299,4,fullbody,6,24.066666666666666,fullbody-4
2023-03-05,552763,4,fullbody,7,21.5,fullbody-4
2023-03-06,44717,4,fullbody,1,24.615384615384617,fullbody-4
2023-03-07,552763,4,fullbody,2,22.166666666666668,fullbody-4
2023-03-08,789548,4,fullbody,3,25.0,fullbody-4
2023-03-09,847299,4,fullbody,4,12.0,fullbody-4
2023-03-10,559144,4,fullbody,5,28.0,fullbody-4
2023-03-11,559144,4,fullbody,6,26.0,fullbody-4
2023-03-12,559144,4,fullbody,7,26.0,fullbody-4
2023-03-13,44717,4,fullbody,1,21.4,fullbody-4
2023-03-14,847299,4,fullbody,2,21.0,fullbody-4
2023-03-16,847299,4,fullbody,4,20.0,fullbody-4
2023-03-18,559144,4,fullbody,6,9.333333333333334,fullbody-4
